id,Source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
2799,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2800,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2801,Student30,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2802,Student30,Teacher1,directed,user_graph,9,0,0,0,9
2803,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2804,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2805,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2806,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2807,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2808,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2809,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2810,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2811,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2812,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2813,Teacher1,idxdpz40gup20e,directed,post_graph,9,0,0,0,9
2814,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2816,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2817,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2818,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2819,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2820,Student97,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2821,Student97,Teacher1,directed,user_graph,9,0,0,0,9
2822,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2823,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2824,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2825,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2826,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2827,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2828,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2829,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2830,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2831,Teacher1,Teacher1,directed,user_graph,9,0,0,0,9
2832,Student97,idxdqzjhhpu5jj,directed,post_graph,9,0,0,0,9
2833,Student97,Teacher1,directed,user_graph,9,0,0,0,9
3331,Student72,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3332,Student72,Student13,directed,user_graph,9,0,0,0,9
3333,Student50,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3334,Student50,Student13,directed,user_graph,9,0,0,0,9
3335,Student95,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3336,Student95,Student13,directed,user_graph,9,0,0,0,9
3337,Student46,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3338,Student46,Student13,directed,user_graph,9,0,0,0,9
3339,Student40,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3340,Student40,Student13,directed,user_graph,9,0,0,0,9
3341,Student32,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3342,Student32,Student13,directed,user_graph,9,0,0,0,9
3343,Student28,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3344,Student28,Student13,directed,user_graph,9,0,0,0,9
3345,Student55,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3346,Student55,Student13,directed,user_graph,9,0,0,0,9
3347,Student9,ie6olfrtwac2kz,directed,post_graph,9,0,0,0,9
3348,Student9,Student13,directed,user_graph,9,0,0,0,9
3732,Student96,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3734,Student26,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3736,Student83,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3738,Student34,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3740,Student6,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3742,Student71,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3744,Student45,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3746,Student13,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3748,Student61,ieg9y1ill6u7ka,directed,post_graph,9,0,0,0,9
3877,Teacher2,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3879,Student8,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3881,Student43,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3883,Student26,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3885,Student85,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3887,Student41,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3889,Student83,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3891,Student98,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
3893,Student7,iem7md81sbl6s8,directed,post_graph,9,0,0,0,9
4778,Teacher2,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4780,Student22,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4782,Student3,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4784,Student61,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4786,Student72,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4788,Student36,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4790,Student77,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4792,Student34,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
4794,Student46,ifgfbgcicb84eg,directed,post_graph,9,0,0,0,9
2295,Teacher7,idtv09qftnh1zf,directed,post_graph,9,4,0,0,13
3330,Student13,ie6olfrtwac2kz,directed,post_graph,9,48,0,0,57
2148,Teacher6,idto5okz6sg5b0,directed,post_graph,9,5,0,0,14
2762,Teacher1,idxdmkbfrft2zw,directed,post_graph,9,5,0,0,14
737,Teacher2,idqvgdh5ck73qd,directed,post_graph,9,7,0,0,16
1587,Teacher2,ids7dz8yddz5l2,directed,post_graph,9,7,0,0,16
2796,Teacher1,idxdpz40gup20e,directed,post_graph,9,7,0,0,16
2815,Teacher1,idxdqzjhhpu5jj,directed,post_graph,9,7,0,0,16
1876,Student7,idthq2s8gae4ht,directed,post_graph,9,74,0,0,83
481,Student6,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
483,Student8,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
485,Student35,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
487,Student24,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
489,Student60,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
491,Student85,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
493,Teacher2,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
495,Student46,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
497,Student55,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
499,Student44,idlaeg5y4r24rb,directed,post_graph,10,0,0,0,10
537,Student34,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
538,Student34,Teacher5,directed,user_graph,10,0,0,0,10
539,Student60,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
540,Student60,Teacher5,directed,user_graph,10,0,0,0,10
541,Student76,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
542,Student76,Teacher5,directed,user_graph,10,0,0,0,10
543,Teacher2,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
544,Teacher2,Teacher5,directed,user_graph,10,0,0,0,10
545,Student72,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
546,Student72,Teacher5,directed,user_graph,10,0,0,0,10
547,Student35,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
548,Student35,Teacher5,directed,user_graph,10,0,0,0,10
549,Student90,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
550,Student90,Teacher5,directed,user_graph,10,0,0,0,10
551,Student34,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
552,Student34,Teacher5,directed,user_graph,10,0,0,0,10
553,Student44,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
554,Student44,Teacher5,directed,user_graph,10,0,0,0,10
555,Student90,idn30rqxc2d730,directed,post_graph,10,0,0,0,10
556,Student90,Teacher5,directed,user_graph,10,0,0,0,10
1995,Student41,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
1996,Student41,Teacher6,directed,user_graph,10,0,0,1,11
1997,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
1998,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
1999,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2000,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2001,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2002,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2003,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2004,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2005,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2006,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2007,Student41,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2008,Student41,Teacher6,directed,user_graph,10,0,0,1,11
2009,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2010,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2011,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2012,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2013,Teacher6,idtnblh36gb1c8,directed,post_graph,10,0,0,1,11
2014,Teacher6,Teacher6,directed,user_graph,10,0,0,1,11
2058,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2059,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2060,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2061,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2062,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2063,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2064,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2065,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2066,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2067,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2068,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2069,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2070,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2071,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2072,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2073,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2074,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2075,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2076,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,0,0,0,10
2077,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2315,Student75,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2316,Student75,Teacher7,directed,user_graph,10,0,0,0,10
2317,Student75,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2318,Student75,Teacher7,directed,user_graph,10,0,0,0,10
2319,Teacher7,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2320,Teacher7,Teacher7,directed,user_graph,10,0,0,0,10
2321,Student75,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2322,Student75,Teacher7,directed,user_graph,10,0,0,0,10
2323,Teacher7,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2324,Teacher7,Teacher7,directed,user_graph,10,0,0,0,10
2325,Student75,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2326,Student75,Teacher7,directed,user_graph,10,0,0,0,10
2327,Teacher7,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2328,Teacher7,Teacher7,directed,user_graph,10,0,0,0,10
2329,Teacher7,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2330,Teacher7,Teacher7,directed,user_graph,10,0,0,0,10
2331,Teacher7,idtv0da5ovx30v,directed,post_graph,10,0,0,0,10
2332,Teacher7,Teacher7,directed,user_graph,10,0,0,0,10
2333,Student75,idtv0da5ovx30v,directed,post_graph,10,0,0,1,11
2334,Student75,Teacher7,directed,user_graph,10,0,0,1,11
2387,Student35,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2388,Student35,Teacher6,directed,user_graph,10,0,0,0,10
2389,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2390,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2391,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2392,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2393,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2394,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2395,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2396,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2397,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2398,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2399,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2400,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2401,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2402,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2403,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2404,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2405,Teacher6,idua3i4xsh369h,directed,post_graph,10,0,0,0,10
2406,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2435,Student59,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2436,Student59,Teacher6,directed,user_graph,10,0,0,0,10
2437,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2438,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2439,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2440,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2441,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2442,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2443,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2444,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2445,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2446,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2447,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2448,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2449,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2450,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2451,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2452,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
2453,Teacher6,iduab3gbm6y3c,directed,post_graph,10,0,0,0,10
2454,Teacher6,Teacher6,directed,user_graph,10,0,0,0,10
3075,Student85,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3077,Student51,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3079,Student41,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3081,Student21,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3083,Student24,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3085,Student73,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3087,Student101,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3089,Student11,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3091,Student44,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3093,Student9,ie1a23o4dql323,directed,post_graph,10,0,0,0,10
3148,Teacher2,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3150,Student34,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3152,Student58,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3154,idfybvjfkFB,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3156,Student7,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3158,Student41,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3160,Student83,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3162,Student96,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3164,Student55,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3166,Student22,ie3muzbixl91ul,directed,post_graph,10,0,0,0,10
3185,Student1,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3186,Student1,Student51,directed,user_graph,10,0,0,0,10
3187,Student83,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3188,Student83,Student51,directed,user_graph,10,0,0,0,10
3189,Student2,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3190,Student2,Student51,directed,user_graph,10,0,0,0,10
3191,Student26,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3192,Student26,Student51,directed,user_graph,10,0,0,0,10
3193,Student16,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3194,Student16,Student51,directed,user_graph,10,0,0,0,10
3195,Student34,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3196,Student34,Student51,directed,user_graph,10,0,0,0,10
3197,Student6,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3198,Student6,Student51,directed,user_graph,10,0,0,0,10
3199,Student96,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3200,Student96,Student51,directed,user_graph,10,0,0,0,10
3201,Student50,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3202,Student50,Student51,directed,user_graph,10,0,0,0,10
3203,Student22,ie4yf4bathx1af,directed,post_graph,10,0,0,0,10
3204,Student22,Student51,directed,user_graph,10,0,0,0,10
4404,Student77,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4406,Student54,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4408,Student43,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4410,Student85,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4412,Student24,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4414,Student8,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4416,Teacher2,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4418,Student76,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4420,Student10,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4422,Student44,if474r0zov12ap,directed,post_graph,10,0,0,0,10
4695,Student72,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4697,Student34,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4699,Student10,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4701,Student59,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4703,Student40,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4705,Student34,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4707,Student34,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4709,Student76,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4711,Student58,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
4713,Student81,ifaepeuuekk3ac,directed,post_graph,10,0,0,0,10
1994,Teacher6,idtnblh36gb1c8,directed,post_graph,10,4,0,0,14
2314,Teacher7,idtv0da5ovx30v,directed,post_graph,10,5,0,0,15
2057,Teacher6,idtnjmoa4po5lp,directed,post_graph,10,6,0,0,16
2386,Teacher6,idua3i4xsh369h,directed,post_graph,10,6,0,0,16
3184,Student51,ie4yf4bathx1af,directed,post_graph,10,67,0,0,77
2434,Teacher6,iduab3gbm6y3c,directed,post_graph,10,7,0,0,17
536,Teacher5,idn30rqxc2d730,directed,post_graph,10,70,0,0,80
600,Student24,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
602,Teacher3,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
604,Student34,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
606,Student17,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
608,Student58,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
610,Student82,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
612,Student35,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
614,Student44,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
616,Student41,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
618,Student73,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
620,Student46,idp41i5hi8c5e7,directed,post_graph,11,0,0,0,11
781,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
783,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
785,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
787,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
789,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
791,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
793,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
795,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
797,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
799,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
801,Teacher5,idrap38w9407c5,directed,post_graph,11,0,0,0,11
837,Student38,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
839,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
841,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
843,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
845,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
847,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
849,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
851,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
853,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
855,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
857,Teacher5,idraxc9rfs66lk,directed,post_graph,11,0,0,0,11
1180,Student76,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1181,Student76,Teacher4,directed,user_graph,11,0,0,0,11
1182,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1183,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1184,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1185,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1186,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1187,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1188,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1189,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1190,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1191,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1192,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1193,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1194,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1195,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1196,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1197,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1198,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1199,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1200,Teacher4,idrlz9cedic61l,directed,post_graph,11,0,0,0,11
1201,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1229,Student29,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1230,Student29,Teacher4,directed,user_graph,11,0,0,0,11
1231,Teacher4,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1232,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1233,Student29,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1234,Student29,Teacher4,directed,user_graph,11,0,0,0,11
1235,Teacher4,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1236,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1237,Student29,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1238,Student29,Teacher4,directed,user_graph,11,0,0,0,11
1239,Student29,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1240,Student29,Teacher4,directed,user_graph,11,0,0,0,11
1241,Teacher4,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1242,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1243,Teacher4,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1244,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1245,Student29,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1246,Student29,Teacher4,directed,user_graph,11,0,0,0,11
1247,Teacher4,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1248,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1249,Student29,idrm3sbp5rfj,directed,post_graph,11,0,0,0,11
1250,Student29,Teacher4,directed,user_graph,11,0,0,0,11
1252,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1253,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1254,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1255,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1256,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1257,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1258,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1259,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1260,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1261,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1262,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1263,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1264,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1265,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1266,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1267,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1268,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1269,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1270,Student85,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1271,Student85,Teacher4,directed,user_graph,11,0,0,0,11
1272,Teacher4,idrm5zcvoecp7,directed,post_graph,11,0,0,0,11
1273,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1275,Teacher4,idrm7bibsiu6p3,directed,post_graph,11,0,0,0,11
1276,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1277,Teacher4,idrm7bibsiu6p3,directed,post_graph,11,0,0,0,11
1278,Teacher4,Teacher4,directed,user_graph,11,0,0,0,11
1279,Teacher4,idrm7bibsiu6p3,directed,post_graph,11,0,0,0,11
