,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
3211,User91,User238,directed,user_graph,4,0,0,0,4
3212,User47,ic15majlaox5ed,directed,post_graph,4,0,0,0,4
3213,User47,User238,directed,user_graph,4,0,0,0,4
3324,User336,ic73njnbi7a5zs,directed,post_graph,4,0,0,0,4
3326,User227,ic73njnbi7a5zs,directed,post_graph,4,0,0,0,4
3328,User368,ic73njnbi7a5zs,directed,post_graph,4,0,0,0,4
3330,User307,ic73njnbi7a5zs,directed,post_graph,4,0,0,0,4
3596,Missing68,icjgq7vp2n458q,directed,post_graph,4,0,0,0,4
3597,Missing68,Missing68,directed,user_graph,4,0,0,0,4
3598,User336,icjgq7vp2n458q,directed,post_graph,4,0,0,0,4
3599,User336,Missing68,directed,user_graph,4,0,0,0,4
3600,User307,icjgq7vp2n458q,directed,post_graph,4,0,0,0,4
3601,User307,Missing68,directed,user_graph,4,0,0,0,4
3602,User348,icjgq7vp2n458q,directed,post_graph,4,0,0,0,4
3603,User348,Missing68,directed,user_graph,4,0,0,0,4
3673,User15,icm7shp3qmt4hg,directed,post_graph,4,0,0,0,4
3675,User115,icm7shp3qmt4hg,directed,post_graph,4,0,0,0,4
3677,Missing81,icm7shp3qmt4hg,directed,post_graph,4,0,0,0,4
3679,User313,icm7shp3qmt4hg,directed,post_graph,4,0,0,0,4
2378,User300,iayvp7gc5923v,directed,post_graph,4,10,0,0,14
2738,User160,ibgawbe6hww2vj,directed,post_graph,4,10,0,0,14
2537,User166,ib7tncofrf823f,directed,post_graph,4,100,0,0,104
1598,User222,iab6uq52kve42z,directed,post_graph,4,107,0,0,111
1691,User87,iaeub03kgbx2qd,directed,post_graph,4,110,0,0,114
3209,User238,ic15majlaox5ed,directed,post_graph,4,118,0,0,122
1658,User313,iadgjowrbnc1po,directed,post_graph,4,122,0,0,126
2156,User313,iatg210n2nzm2,directed,post_graph,4,125,0,0,129
2317,User367,iaxbwxpfei7hx,directed,post_graph,4,132,0,0,136
3363,User182,ic8dh6sa1jb38p,directed,post_graph,4,134,0,0,138
2062,i4il5dezsh25c,iapqf2gqxxm3s5,directed,post_graph,4,135,0,0,139
3651,User75,iclfzziu4nh67r,directed,post_graph,4,138,0,0,142
3595,Missing68,icjgq7vp2n458q,directed,post_graph,4,143,0,0,147
3736,User321,icmqaj4892v2qi,directed,post_graph,4,144,0,0,148
1050,User348,i9sxzi5h54oq6,directed,post_graph,4,152,0,0,156
2399,i4kp810d0NZ,ib043ldg9jr6gx,directed,post_graph,4,154,0,0,158
1302,User313,i9yav657hkz57w,directed,post_graph,4,16,0,0,20
1664,User135,iadz422oiyl4vp,directed,post_graph,4,161,0,0,165
1659,User278,iadnn5lqevd4g,directed,post_graph,4,164,0,0,168
1233,User209,i9wzbdfof8y74e,directed,post_graph,4,165,0,0,169
988,User367,i9pso7wraci2rj,directed,post_graph,4,168,0,0,172
1234,User209,i9x0rf9mls25px,directed,post_graph,4,169,0,0,173
1152,User143,i9u48q9n41d4af,directed,post_graph,4,177,0,0,181
1807,User37,iah91y2520c29w,directed,post_graph,4,181,0,0,185
1930,User166,iamdjujjy5e4jp,directed,post_graph,4,187,0,0,191
862,User253,i9mzcwkiigbok,directed,post_graph,4,194,0,0,198
998,User312,i9qp3bbowtl5o6,directed,post_graph,4,202,0,0,206
816,hyrw9fszl3h2t7,i9jw2wzunrn51w,directed,post_graph,4,217,0,0,221
957,User331,i9n8bbqbmzy7g1,directed,post_graph,4,224,0,0,228
845,User367,i9kpxn0p7to6xx,directed,post_graph,4,243,0,0,247
14,User118,i9j7u1sd9ps4sa,directed,post_graph,4,262,0,0,266
3869,User362,icufody3sz04ug,directed,post_graph,4,4,0,0,8
2730,User217,ibfi963vcd7378,directed,post_graph,4,47,0,0,51
3863,i4il5dezsh25c,icuen2ve68k77k,directed,post_graph,4,5,0,0,9
2101,User148,iaqw6c1qjhp7ap,directed,post_graph,4,51,0,0,55
1007,hvdb7zxej2ef5,i9rcn0qhenl60m,directed,post_graph,4,59,0,0,63
2662,User281,ibd1418j1miyq,directed,post_graph,4,68,0,0,72
2930,i4j6x4ubmg671b,ibmqrmx9mkg74r,directed,post_graph,4,7,0,0,11
3019,User269,ibt1zusgme9y3,directed,post_graph,4,7,0,0,11
2072,User34,iaq7e1gjexgkm,directed,post_graph,4,79,0,0,83
1670,huof6l4oauohw,iaelxvzivy71zi,directed,post_graph,4,82,0,0,86
2199,User254,iavdf6e4ebl4sr,directed,post_graph,4,85,0,0,89
2329,User367,iay8yj8m8dp71a,directed,post_graph,4,9,0,0,13
2451,User293,ib2k3881103i0,directed,post_graph,4,90,0,0,94
1900,User164,iaj1cdpm8jj2v3,directed,post_graph,4,92,0,0,96
2230,Missing68,iaw2e2xdxx92vx,directed,post_graph,4,93,0,0,97
2691,User265,ibdtx5jmgcxpz,directed,post_graph,4,97,0,0,101
2179,User156,iav4awrp187yy,directed,post_graph,4,98,0,0,102
972,User276,i9ohfk72ksz4z,directed,post_graph,5,0,0,0,5
974,Missing68,i9ohfk72ksz4z,directed,post_graph,5,0,0,0,5
976,Missing65,i9ohfk72ksz4z,directed,post_graph,5,0,0,0,5
978,User52,i9ohfk72ksz4z,directed,post_graph,5,0,0,0,5
980,User318,i9ohfk72ksz4z,directed,post_graph,5,0,0,0,5
1187,i18w63x9wyp1tj,i9uz535ercw6ji,directed,post_graph,5,0,0,0,5
1189,User314,i9uz535ercw6ji,directed,post_graph,5,0,0,0,5
1191,User82,i9uz535ercw6ji,directed,post_graph,5,0,0,0,5
1193,i4kxfp0oe4u7p1,i9uz535ercw6ji,directed,post_graph,5,0,0,0,5
1195,User164,i9uz535ercw6ji,directed,post_graph,5,0,0,0,5
1436,Missing83,ia45n6ufrcv76t,directed,post_graph,5,0,0,0,5
1438,User97,ia45n6ufrcv76t,directed,post_graph,5,0,0,0,5
1440,hyzupdk1HKc,ia45n6ufrcv76t,directed,post_graph,5,0,0,0,5
1442,User323,ia45n6ufrcv76t,directed,post_graph,5,0,0,0,5
1444,User205,ia45n6ufrcv76t,directed,post_graph,5,0,0,0,5
1571,Missing81,ia9u4prri9p1s2,directed,post_graph,5,0,0,0,5
1573,User298,ia9u4prri9p1s2,directed,post_graph,5,0,0,0,5
1575,Missing68,ia9u4prri9p1s2,directed,post_graph,5,0,0,0,5
1577,User150,ia9u4prri9p1s2,directed,post_graph,5,0,0,0,5
1579,User69,ia9u4prri9p1s2,directed,post_graph,5,0,0,0,5
1615,User90,iaby2aalr0g6cu,directed,post_graph,5,0,0,0,5
1616,User90,User209,directed,user_graph,5,0,0,0,5
1617,User153,iaby2aalr0g6cu,directed,post_graph,5,0,0,0,5
1618,User153,User209,directed,user_graph,5,0,0,0,5
1619,User211,iaby2aalr0g6cu,directed,post_graph,5,0,0,0,5
1620,User211,User209,directed,user_graph,5,0,0,0,5
1621,User91,iaby2aalr0g6cu,directed,post_graph,5,0,0,0,5
1622,User91,User209,directed,user_graph,5,0,0,0,5
1623,Missing81,iaby2aalr0g6cu,directed,post_graph,5,0,0,0,5
1624,Missing81,User209,directed,user_graph,5,0,0,0,5
1680,User150,iaes9khfcfi2oc,directed,post_graph,5,0,0,0,5
1682,User153,iaes9khfcfi2oc,directed,post_graph,5,0,0,0,5
1684,User97,iaes9khfcfi2oc,directed,post_graph,5,0,0,0,5
1686,User33,iaes9khfcfi2oc,directed,post_graph,5,0,0,0,5
1688,User123,iaes9khfcfi2oc,directed,post_graph,5,0,0,0,5
1693,User115,iaeuey87z1a48l,directed,post_graph,5,0,0,0,5
1694,User115,User87,directed,user_graph,5,0,0,0,5
1695,User129,iaeuey87z1a48l,directed,post_graph,5,0,0,0,5
1696,User129,User87,directed,user_graph,5,0,0,0,5
1697,User313,iaeuey87z1a48l,directed,post_graph,5,0,0,0,5
1698,User313,User87,directed,user_graph,5,0,0,0,5
1699,User132,iaeuey87z1a48l,directed,post_graph,5,0,0,0,5
1700,User132,User87,directed,user_graph,5,0,0,0,5
1701,hve4k97sat54qs,iaeuey87z1a48l,directed,post_graph,5,0,0,0,5
1702,hve4k97sat54qs,User87,directed,user_graph,5,0,0,0,5
1788,User209,iagzr8gv2qf4p8,directed,post_graph,5,0,0,0,5
1789,User209,User37,directed,user_graph,5,0,0,0,5
1790,User158,iagzr8gv2qf4p8,directed,post_graph,5,0,0,0,5
1791,User158,User37,directed,user_graph,5,0,0,0,5
1792,User91,iagzr8gv2qf4p8,directed,post_graph,5,0,0,0,5
1793,User91,User37,directed,user_graph,5,0,0,0,5
1796,User209,iah888d5fvje,directed,post_graph,5,0,0,0,5
1798,Missing68,iah888d5fvje,directed,post_graph,5,0,0,0,5
1800,User313,iah888d5fvje,directed,post_graph,5,0,0,0,5
1802,User51,iah888d5fvje,directed,post_graph,5,0,0,0,5
1804,User162,iah888d5fvje,directed,post_graph,5,0,0,0,5
1882,User82,iail4yiiwf61o0,directed,post_graph,5,0,0,0,5
1883,User82,huof6l4oauohw,directed,user_graph,5,0,0,0,5
1884,User209,iail4yiiwf61o0,directed,post_graph,5,0,0,0,5
1885,User209,huof6l4oauohw,directed,user_graph,5,0,0,0,5
1954,User93,ian7ujitszr3c4,directed,post_graph,5,0,0,0,5
1955,User93,User81,directed,user_graph,5,0,0,0,5
1956,User304,ian7ujitszr3c4,directed,post_graph,5,0,0,0,5
1957,User304,User81,directed,user_graph,5,0,0,0,5
1958,User80,ian7ujitszr3c4,directed,post_graph,5,0,0,0,5
1959,User80,User81,directed,user_graph,5,0,0,0,5
1961,User80,ian8ycbz4ee3vw,directed,post_graph,5,0,0,0,5
1962,User80,User344,directed,user_graph,5,0,0,0,5
1963,Missing68,ian8ycbz4ee3vw,directed,post_graph,5,0,0,0,5
1964,Missing68,User344,directed,user_graph,5,0,0,0,5
1965,User242,ian8ycbz4ee3vw,directed,post_graph,5,0,0,0,5
1966,User242,User344,directed,user_graph,5,0,0,0,5
1967,User70,ian8ycbz4ee3vw,directed,post_graph,5,0,0,0,5
1968,User70,User344,directed,user_graph,5,0,0,0,5
1969,Missing91,ian8ycbz4ee3vw,directed,post_graph,5,0,0,0,5
1970,Missing91,User344,directed,user_graph,5,0,0,0,5
2088,i4jx25qj4hh7k5,iaqkdt895h53oj,directed,post_graph,5,0,0,0,5
2090,Missing65,iaqkdt895h53oj,directed,post_graph,5,0,0,0,5
2092,User115,iaqkdt895h53oj,directed,post_graph,5,0,0,0,5
2094,User193,iaqkdt895h53oj,directed,post_graph,5,0,0,0,5
2096,User14,iaqkdt895h53oj,directed,post_graph,5,0,0,0,5
2127,User57,iari2f92ff26m7,directed,post_graph,5,0,0,0,5
2539,User166,ib7wexccupl52x,directed,post_graph,5,0,0,0,5
2541,User271,ib7wexccupl52x,directed,post_graph,5,0,0,0,5
2543,User359,ib7wexccupl52x,directed,post_graph,5,0,0,0,5
2778,User321,ibi4bjesakp3g9,directed,post_graph,5,0,0,0,5
2780,User166,ibi4bjesakp3g9,directed,post_graph,5,0,0,0,5
2782,User166,ibi4bjesakp3g9,directed,post_graph,5,0,0,0,5
2784,User193,ibi4bjesakp3g9,directed,post_graph,5,0,0,1,6
2786,User16,ibi4bjesakp3g9,directed,post_graph,5,0,0,0,5
2830,User336,ibjufxwl1941lf,directed,post_graph,5,0,0,0,5
2832,User304,ibjufxwl1941lf,directed,post_graph,5,0,0,0,5
2834,User348,ibjufxwl1941lf,directed,post_graph,5,0,0,0,5
2836,User90,ibjufxwl1941lf,directed,post_graph,5,0,0,0,5
2838,Missing68,ibjufxwl1941lf,directed,post_graph,5,0,0,0,5
3050,User149,ibuprb8kxpj3hg,directed,post_graph,5,0,0,0,5
3051,User149,User166,directed,user_graph,5,0,0,0,5
3052,Missing67,ibuprb8kxpj3hg,directed,post_graph,5,0,0,0,5
3053,Missing67,User166,directed,user_graph,5,0,0,0,5
3054,User61,ibuprb8kxpj3hg,directed,post_graph,5,0,0,0,5
3055,User61,User166,directed,user_graph,5,0,0,0,5
3056,User150,ibuprb8kxpj3hg,directed,post_graph,5,0,0,0,5
3057,User150,User166,directed,user_graph,5,0,0,0,5
3058,User164,ibuprb8kxpj3hg,directed,post_graph,5,0,0,1,6
3059,User164,User166,directed,user_graph,5,0,0,1,6
3098,User336,ibvdl4dl5fu68i,directed,post_graph,5,0,0,0,5
3099,User336,Missing68,directed,user_graph,5,0,0,0,5
3100,User166,ibvdl4dl5fu68i,directed,post_graph,5,0,0,0,5
3101,User166,Missing68,directed,user_graph,5,0,0,0,5
3102,User321,ibvdl4dl5fu68i,directed,post_graph,5,0,0,0,5
3103,User321,Missing68,directed,user_graph,5,0,0,0,5
3104,User53,ibvdl4dl5fu68i,directed,post_graph,5,0,0,0,5
3105,User53,Missing68,directed,user_graph,5,0,0,0,5
3106,User336,ibvdl4dl5fu68i,directed,post_graph,5,0,0,0,5
3107,User336,Missing68,directed,user_graph,5,0,0,0,5
3152,User91,ibyf8vmjrob6fh,directed,post_graph,5,0,0,0,5
3154,Missing68,ibyf8vmjrob6fh,directed,post_graph,5,0,0,0,5
3156,User82,ibyf8vmjrob6fh,directed,post_graph,5,0,0,0,5
3158,User154,ibyf8vmjrob6fh,directed,post_graph,5,0,0,0,5
3160,Missing68,ibyf8vmjrob6fh,directed,post_graph,5,0,0,0,5
3196,User242,ic0zsx5o61r2sp,directed,post_graph,5,0,0,0,5
3198,User131,ic0zsx5o61r2sp,directed,post_graph,5,0,0,0,5
3200,Missing68,ic0zsx5o61r2sp,directed,post_graph,5,0,0,0,5
3202,User359,ic0zsx5o61r2sp,directed,post_graph,5,0,0,0,5
3204,User313,ic0zsx5o61r2sp,directed,post_graph,5,0,0,0,5
3306,User313,ic5jozx09hb5hn,directed,post_graph,5,0,0,0,5
3308,User348,ic5jozx09hb5hn,directed,post_graph,5,0,0,0,5
3310,User81,ic5jozx09hb5hn,directed,post_graph,5,0,0,0,5
3312,User304,ic5jozx09hb5hn,directed,post_graph,5,0,0,0,5
3314,User115,ic5jozx09hb5hn,directed,post_graph,5,0,0,0,5
3321,User107,ic724qhgmsd2vr,directed,post_graph,5,0,0,0,5
3322,User107,User115,directed,user_graph,5,0,0,0,5
3338,User307,ic7wzq192ee69y,directed,post_graph,5,0,0,1,6
3340,User70,ic7wzq192ee69y,directed,post_graph,5,0,0,0,5
3342,User321,ic7wzq192ee69y,directed,post_graph,5,0,0,0,5
3344,User304,ic7wzq192ee69y,directed,post_graph,5,0,0,0,5
3346,User336,ic7wzq192ee69y,directed,post_graph,5,0,0,0,5
3848,User321,icu4w1zvpqg3fg,directed,post_graph,5,0,0,0,5
3849,User321,Missing68,directed,user_graph,5,0,0,0,5
3850,User240,icu4w1zvpqg3fg,directed,post_graph,5,0,0,0,5
3851,User240,Missing68,directed,user_graph,5,0,0,0,5
3852,User150,icu4w1zvpqg3fg,directed,post_graph,5,0,0,0,5
3853,User150,Missing68,directed,user_graph,5,0,0,0,5
3854,User38,icu4w1zvpqg3fg,directed,post_graph,5,0,0,0,5
3855,User38,Missing68,directed,user_graph,5,0,0,0,5
3856,User15,icu4w1zvpqg3fg,directed,post_graph,5,0,0,0,5
3857,User15,Missing68,directed,user_graph,5,0,0,0,5
3899,User122,icwbaszn5j65c3,directed,post_graph,5,0,0,0,5
3900,User122,User205,directed,user_graph,5,0,0,0,5
3901,User327,icwbaszn5j65c3,directed,post_graph,5,0,0,0,5
3902,User327,User205,directed,user_graph,5,0,0,0,5
3903,User321,icwbaszn5j65c3,directed,post_graph,5,0,0,0,5
3904,User321,User205,directed,user_graph,5,0,0,0,5
3905,User291,icwbaszn5j65c3,directed,post_graph,5,0,0,0,5
3906,User291,User205,directed,user_graph,5,0,0,0,5
3907,hvebmkoquig,icwbaszn5j65c3,directed,post_graph,5,0,0,0,5
3908,hvebmkoquig,User205,directed,user_graph,5,0,0,0,5
3956,User51,icwv0payqhb1m7,directed,post_graph,5,0,0,0,5
3957,User51,User133,directed,user_graph,5,0,0,0,5
3958,User314,icwv0payqhb1m7,directed,post_graph,5,0,0,0,5
3959,User314,User133,directed,user_graph,5,0,0,0,5
3960,User273,icwv0payqhb1m7,directed,post_graph,5,0,0,0,5
3961,User273,User133,directed,user_graph,5,0,0,0,5
3962,User359,icwv0payqhb1m7,directed,post_graph,5,0,0,0,5
3963,User359,User133,directed,user_graph,5,0,0,0,5
3964,User133,icwv0payqhb1m7,directed,post_graph,5,0,0,0,5
3965,User133,User133,directed,user_graph,5,0,0,0,5
2727,hyurapz9lkc,ibf84e4h8kl684,directed,post_graph,5,103,0,0,108
1614,User209,iaby2aalr0g6cu,directed,post_graph,5,109,0,0,114
2219,i4t9268xuvn6dh,iavnjoil40t5na,directed,post_graph,5,116,0,0,121
3955,User133,icwv0payqhb1m7,directed,post_graph,5,116,0,0,121
3097,Missing68,ibvdl4dl5fu68i,directed,post_graph,5,12,0,0,17
1960,User344,ian8ycbz4ee3vw,directed,post_graph,5,121,0,0,126
1862,User87,iahm4cnbvr95pe,directed,post_graph,5,122,0,0,127
3553,User367,ichtlenikif6pe,directed,post_graph,5,128,0,0,133
3898,User205,icwbaszn5j65c3,directed,post_graph,5,129,0,0,134
1953,User81,ian7ujitszr3c4,directed,post_graph,5,131,0,0,136
2820,hvdb7zxej2ef5,ibje9lamr3s39h,directed,post_graph,5,132,0,0,137
3049,User166,ibuprb8kxpj3hg,directed,post_graph,5,137,0,0,142
2390,User295,iazwtuu3p6a6au,directed,post_graph,5,140,0,0,145
3320,User115,ic724qhgmsd2vr,directed,post_graph,5,140,0,0,145
1492,User40,ia5va7thwlj32t,directed,post_graph,5,146,0,0,151
1881,huof6l4oauohw,iail4yiiwf61o0,directed,post_graph,5,172,0,0,177
1692,User87,iaeuey87z1a48l,directed,post_graph,5,174,0,0,179
3847,Missing68,icu4w1zvpqg3fg,directed,post_graph,5,192,0,0,197
3131,User178,ibwtnse8twy7cv,directed,post_graph,5,2,0,0,7
970,User235,i9og7iw35jisb,directed,post_graph,5,237,0,0,242
855,User367,i9m5v3qvpnz7pk,directed,post_graph,5,271,0,0,276
1950,User37,iamvkm0v7cm1rv,directed,post_graph,5,75,0,0,80
1530,User299,ia7mlnj7kk3j,directed,post_graph,5,78,0,0,83
1787,User37,iagzr8gv2qf4p8,directed,post_graph,5,79,0,0,84
2369,User110,iayunvwivke5p5,directed,post_graph,5,8,0,0,13
2476,User164,ib3931njnaz1ey,directed,post_graph,5,86,0,0,91
1224,User224,i9w0v6g9kf17am,directed,post_graph,6,0,0,0,6
1225,User224,User367,directed,user_graph,6,0,0,0,6
1226,User116,i9w0v6g9kf17am,directed,post_graph,6,0,0,0,6
1227,User116,User367,directed,user_graph,6,0,0,0,6
1228,i4kxfp0oe4u7p1,i9w0v6g9kf17am,directed,post_graph,6,0,0,0,6
1229,i4kxfp0oe4u7p1,User367,directed,user_graph,6,0,0,0,6
1585,User20,iaaemdb9mqy1e4,directed,post_graph,6,0,0,0,6
1587,User362,iaaemdb9mqy1e4,directed,post_graph,6,0,0,0,6
1589,User209,iaaemdb9mqy1e4,directed,post_graph,6,0,0,0,6
1591,User15,iaaemdb9mqy1e4,directed,post_graph,6,0,0,0,6
1593,User260,iaaemdb9mqy1e4,directed,post_graph,6,0,0,0,6
1595,User323,iaaemdb9mqy1e4,directed,post_graph,6,0,0,0,6
1631,User209,iacnyryeei47d2,directed,post_graph,6,0,0,0,6
1632,User209,huof6l4oauohw,directed,user_graph,6,0,0,0,6
2847,User150,ibl5euu3oo51kw,directed,post_graph,6,0,0,0,6
2849,User273,ibl5euu3oo51kw,directed,post_graph,6,0,0,0,6
2851,User154,ibl5euu3oo51kw,directed,post_graph,6,0,0,0,6
2853,User291,ibl5euu3oo51kw,directed,post_graph,6,0,0,0,6
2855,User153,ibl5euu3oo51kw,directed,post_graph,6,0,0,0,6
2857,User96,ibl5euu3oo51kw,directed,post_graph,6,0,0,0,6
3526,User336,icfpki2ezpc1jm,directed,post_graph,6,0,0,0,6
3528,User160,icfpki2ezpc1jm,directed,post_graph,6,0,0,0,6
3530,User153,icfpki2ezpc1jm,directed,post_graph,6,0,0,0,6
3532,hvg3157td0h26j,icfpki2ezpc1jm,directed,post_graph,6,0,0,0,6
3534,User293,icfpki2ezpc1jm,directed,post_graph,6,0,0,0,6
3536,User36,icfpki2ezpc1jm,directed,post_graph,6,0,0,0,6
3807,User180,icrlr4d9yyibi,directed,post_graph,6,0,0,0,6
3809,User193,icrlr4d9yyibi,directed,post_graph,6,0,0,0,6
3811,User150,icrlr4d9yyibi,directed,post_graph,6,0,0,0,6
3813,User36,icrlr4d9yyibi,directed,post_graph,6,0,0,0,6
3815,User166,icrlr4d9yyibi,directed,post_graph,6,0,0,0,6
3817,Missing85,icrlr4d9yyibi,directed,post_graph,6,0,0,0,6
3876,User224,icuinlbl1ok7ng,directed,post_graph,6,0,0,0,6
3877,User224,User367,directed,user_graph,6,0,0,0,6
3878,User348,icuinlbl1ok7ng,directed,post_graph,6,0,0,0,6
3879,User348,User367,directed,user_graph,6,0,0,0,6
3880,User96,icuinlbl1ok7ng,directed,post_graph,6,0,0,0,6
3881,User96,User367,directed,user_graph,6,0,0,0,6
3882,User307,icuinlbl1ok7ng,directed,post_graph,6,0,0,0,6
3883,User307,User367,directed,user_graph,6,0,0,0,6
1223,User367,i9w0v6g9kf17am,directed,post_graph,6,102,0,0,108
3374,User327,icaevfctsy1ow,directed,post_graph,6,145,0,0,151
3875,User367,icuinlbl1ok7ng,directed,post_graph,6,157,0,0,163
1630,huof6l4oauohw,iacnyryeei47d2,directed,post_graph,6,175,0,0,181
2421,hvdb7zxej2ef5,ib12sl1et8p1qx,directed,post_graph,6,7,0,0,13
2389,User40,iazv1eray9t677,directed,post_graph,6,79,0,0,85
2739,User217,ibgjno3tjpo214,directed,post_graph,6,85,0,0,91
1063,User108,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1065,hyurapz9lkc,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1067,hvhp6ipk2AP,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1069,i18w63x9wyp1tj,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1071,User174,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1073,User164,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1075,User164,i9tdeqdqeu229y,directed,post_graph,7,0,0,0,7
1509,User257,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1511,User209,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1513,User227,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1515,User314,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1517,User150,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1519,User200,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1521,User102,ia6pwaub7q71pv,directed,post_graph,7,0,0,0,7
1948,User242,iamu72rnr2f7mc,directed,post_graph,7,0,0,0,7
2103,User166,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2105,User254,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2107,Missing68,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2109,Missing65,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2111,User295,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2113,User348,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2115,User153,iar1gprs8ozq5,directed,post_graph,7,0,0,0,7
2182,User91,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2184,User336,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2186,User200,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2188,User273,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2190,User96,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2192,User150,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2194,User370,iav6gro9pu31kl,directed,post_graph,7,0,0,0,7
2568,User367,ib9ifwsv9xm330,directed,post_graph,7,0,0,0,7
2569,User367,User367,directed,user_graph,7,0,0,0,7
2823,User91,ibjs7wpp3333ne,directed,post_graph,7,0,0,0,7
3371,User91,ic9x4nljvmi6tn,directed,post_graph,7,0,0,0,7
3440,User278,icditbfcpg714e,directed,post_graph,7,0,0,0,7
3823,Missing65,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3824,Missing65,Missing68,directed,user_graph,7,0,0,0,7
3825,User15,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3826,User15,Missing68,directed,user_graph,7,0,0,0,7
3827,User150,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3828,User150,Missing68,directed,user_graph,7,0,0,0,7
3829,User250,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3830,User250,Missing68,directed,user_graph,7,0,0,0,7
3831,User302,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3832,User302,Missing68,directed,user_graph,7,0,0,0,7
3833,Missing68,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3834,Missing68,Missing68,directed,user_graph,7,0,0,0,7
3835,User299,ictnk2gzp7c6ro,directed,post_graph,7,0,0,0,7
3836,User299,Missing68,directed,user_graph,7,0,0,0,7
3318,User348,ic683bb8gw73jg,directed,post_graph,7,101,0,0,108
3822,Missing68,ictnk2gzp7c6ro,directed,post_graph,7,172,0,0,179
3373,User348,ic9xt5tmyp1458,directed,post_graph,7,180,0,0,187
967,User235,i9o679e9j9g2kk,directed,post_graph,7,234,0,0,241
2567,User367,ib9ifwsv9xm330,directed,post_graph,7,95,0,0,102
829,User91,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
830,User91,User320,directed,user_graph,8,0,0,0,8
831,User320,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
832,User320,User320,directed,user_graph,8,0,0,0,8
833,User63,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
834,User63,User320,directed,user_graph,8,0,0,0,8
835,User276,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
836,User276,User320,directed,user_graph,8,0,0,0,8
837,User76,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
838,User76,User320,directed,user_graph,8,0,0,0,8
839,User331,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
840,User331,User320,directed,user_graph,8,0,0,0,8
841,User257,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
842,User257,User320,directed,user_graph,8,0,0,0,8
843,User307,i9kpjhoijykl9,directed,post_graph,8,0,0,0,8
844,User307,User320,directed,user_graph,8,0,0,0,8
2675,User254,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2676,User254,User367,directed,user_graph,8,0,0,0,8
2677,User51,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2678,User51,User367,directed,user_graph,8,0,0,0,8
2679,User166,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2680,User166,User367,directed,user_graph,8,0,0,0,8
2681,User273,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2682,User273,User367,directed,user_graph,8,0,0,0,8
2683,User96,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2684,User96,User367,directed,user_graph,8,0,0,0,8
2685,Missing68,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2686,Missing68,User367,directed,user_graph,8,0,0,0,8
2687,User70,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2688,User70,User367,directed,user_graph,8,0,0,0,8
2689,User321,ibdrok3i24x1sh,directed,post_graph,8,0,0,0,8
2690,User321,User367,directed,user_graph,8,0,0,0,8
3383,User321,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
3385,i4jx25qj4hh7k5,icbfesdx1ng60s,directed,post_graph,8,0,0,0,8
