,id,label,user_type,type_data
948,iau7jadsrcf225,Office hours potentially delayed,iau,post_graph
1228,iaua6fnbzbk46g,Sending messages in Peer Feedback?,iaua,post_graph
153,iaud152jwis5ji,Reflection for Projects 2 and 3,iaud,post_graph
408,iaud67ozdmy5ye,Submitted wrong PDF for Project 1 Reflection,iaud,post_graph
1063,iaui9hq5mql5w1,,iaui,post_graph
829,iauj7mzfyzf263,5 ways business can use AI today,iauj,post_graph
1096,iauppnzvrws4wy,peer feedback not worLast192,iauppnzvrws,post_graph
1037,iausf6cazuc1jc,Help: Edit Button Does Not Work in Peer Review,iausf,post_graph
72,iav2l1dyd9v7ie,,iav,post_graph
446,iav3kxg5xlf4xo,Plagiarism - announcement,iav,post_graph
1220,iav4awrp187yy,Classification vs. Incremental Concept Learning,iav,post_graph
51,iav58e442cw2hd,Plagiarism,iav,post_graph
611,iav6gro9pu31kl,,iav,post_graph
397,iav6kb7ao9r1wa,Errors with Project 1 Submission,iav,post_graph
36,iav8752cr3p19s,,iav,post_graph
284,iavbhw8f30k2rs,,iavbhw,post_graph
649,iavdf6e4ebl4sr,Adding Flexibility to Task Planning,iavdf,post_graph
851,iavfbmj6or71e6,,iavfbmj,post_graph
204,iavgb6hjk0a6yo,Plagiarism question,iavgb,post_graph
329,iavk4yy6umt21q,,iavk,post_graph
1066,iavkap7ahj64n2,bug in udacity logic final quiz,iavkap,post_graph
443,iavkfop0j205ct,,iavkfop,post_graph
624,iavnjoil40t5na,Project 1 Reflection,iavnjoil,post_graph
838,iavqo8b6a8u6nl,Verify No Plagiarism,iavqo,post_graph
546,iavx87my7nk5rz,,iavx,post_graph
530,iavxh0rx4wa4ep,Got Assignment 2 instead of Project 1 for peer feedback,iavxh,post_graph
1119,iavyzalpouh7c3,Do we need to cite usage of verbiage from lectures or course documentation?,iavyzalpouh,post_graph
361,iaw2e2xdxx92vx,MarI/O: AI learns to play Mario based only on experience,iaw,post_graph
561,iaw3vbajhcl3ra,,iaw,post_graph
301,iaw5t5a74uj67a,"Assignment 3 Submitted; Some extra work in here. That said, hope you enjoy it!",iaw,post_graph
412,iawe8ogmqokd8,,iawe,post_graph
715,iawph8mivse4oz,,iawph,post_graph
900,iawqjaduc452m3,Any Insight How how to Satisfy Rubric 1 & 2 Between Assignments?,iawqjaduc,post_graph
1203,iawysp51l2b59k,,iawysp,post_graph
180,iax1i5cc1pn5v6,1 on 1 discussion,iax,post_graph
556,iax7jp1illk19x,,iax,post_graph
274,iaxbwxpfei7hx,Preventing diff. proj. runs giving diff. answers?,iaxbwxpfei,post_graph
256,iaxdq5k5dh55qf,Potential Bug In Piazza for First325 Last325,iaxdq,post_graph
162,iaxgnoz4o8064r,Is the assignment 3 and 4 same?,iaxgnoz,post_graph
721,iaxy6fyyvtc3ym,Assignment 2 and Project 1,iaxy,post_graph
793,iaxz8jq21np5lt,,iaxz,post_graph
545,iaxztigps9s592,drastic difference between projects,iaxztigps,post_graph
187,iay0un15mr87ic,designing project 2 and 3,iay,post_graph
464,iay2u8s9o7141m,Pre-courses AI exposure,iay,post_graph
1003,iay3n4685e770d,Plagiarism,iay,post_graph
459,iay5q9y192i148,Project 1 Reflection Feedback - listed as Not Submitted in T-Square,iay,post_graph
1083,iay6vbnz2qo4wr,,iay,post_graph
873,iay8jdqy2el411,Where are the modified latest problems for Project 2 ?,iay,post_graph
1247,iay8yj8m8dp71a,Project 1 Submission,iay,post_graph
663,iay93katnl659m,Style guides,iay,post_graph
227,iayh4nq67k1hs,Can I Post this in trend &#64;448,iayh,post_graph
194,iayi1m2tf621mn,,iayi,post_graph
341,iayibq6mjs35jv,,iayibq,post_graph
1135,iayim9mnetd46t,Some feedback for my grade.,iayim,post_graph
199,iayj05twoci3p3,,iayj,post_graph
563,iaykm7xzrlgpi,Any update on the missing transcripts?,iaykm,post_graph
919,iaymxr7fx7c7ic,Missed feedback!,iaymxr,post_graph
804,iaypkq0szz75a4,Resubmission,iaypkq,post_graph
883,iaytss0ut7g4on,Holy cow,iaytss,post_graph
949,iaytv7z6dtt92,,iaytv,post_graph
460,iayunvwivke5p5,Error in project 1 results,iayunvwivke,post_graph
1034,iayv4fduj3x2g0,Different test results,iayv,post_graph
226,iayvgygoywtnw,,iayvgygoywtnw,post_graph
233,iayvp7gc5923v,Project 1 Issues?,iayvp,post_graph
1020,iaz7qs89kmg6ib,Project 1 Grades (Agent),iaz,post_graph
389,iaz99iwijsx1ea,,iaz,post_graph
2,iazayrtvq4y3dm,contest my grade for assignment 2,iazayrtvq,post_graph
1145,iazdpkukwv9zw,Meta-Feedback on Grade for Assignment #2,iazdpkukwv,post_graph
994,iazfd85sf712c7,RSVP to Saturday office hours,iazfd,post_graph
1039,iazjaralyku5nn,agent grade not available,iazjaralyku,post_graph
1087,iaznzyelx1j9w,Project 1 Agents Results,iaznzyelx,post_graph
223,iazrivvuhokn5,,iazrivvuhokn,post_graph
1130,iazv1eray9t677,Force a set of problems as input to code,iazv,post_graph
639,iazwtuu3p6a6au,Basic Problem C-08,iazwtuu,post_graph
614,ib00bt291i74ae,Question on Schedule,ib,post_graph
90,ib03hg5bppa3q9,,ib,post_graph
201,ib043ldg9jr6gx,How to use exemplary work without breaLast192 any honor rules?,ib,post_graph
65,ib049v6swf947,Question about the grade for project 1,ib,post_graph
787,ib06pypg7ag78e,,ib,post_graph
398,ib09brbp9up3zs,B-06 Typo,ib,post_graph
1129,ib0awfxidpd3ba,If you would prefer...,ib,post_graph
270,ib0mhkod4go5bt,,ib,post_graph
319,ib0ozwrdehq3ru,Follow up for incomplete project1,ib,post_graph
235,ib0rgwopmjm4s2,References Reflection,ib,post_graph
217,ib0seekjzth31d,Project 1 agent performance score error,ib,post_graph
166,ib0x7g1mjf17e4,,ib,post_graph
430,ib0y0a8dnkt1h0,,ib,post_graph
1207,ib10hz846pp7jk,,ib,post_graph
662,ib12sl1et8p1qx,Agent Performance,ib,post_graph
1056,ib132v4afc43ma,,ib,post_graph
378,ib14knvjhlf4l4,Thanks!,ib,post_graph
568,ib18m6umt253zz,Java UI OK?,ib,post_graph
176,ib18xbtypp64pn,,ib,post_graph
954,ib1b4wl93i32l8,KBAI Memes,ib,post_graph
52,ib1e6vv6utd6mn,Project-1 Test Problem set with verbal representation request,ib,post_graph
365,ib1edp8p6d63po,,ib,post_graph
1095,ib1f4t9df7o22g,,ib,post_graph
359,ib1n9a10ngg41j,Lose Points Retroactively,ib,post_graph
957,ib1ohgxieqf3u7,How many Basic C problems have you solved so far?,ib,post_graph
265,ib28gprom0j3qt,Problem Types,ib,post_graph
145,ib2d39b1g1d42y,Assignment 1 Plagarism,ib,post_graph
115,ib2dux1ptcxem,,ib,post_graph
926,ib2gd5zap3894,,ib,post_graph
1048,ib2gge5ql8s2et,Project 1 Java Version,ib,post_graph
318,ib2grsdhz12tn,Performing better on basic probs than test,ib,post_graph
805,ib2gsmmbjw01wi,Are we able to see the Proj1 test problems?,ib,post_graph
212,ib2himjv53aji,,ib,post_graph
754,ib2hm36ixjmpw,Time Constrains in the running of the Agent,ib,post_graph
504,ib2hn82bz8q14i,,ib,post_graph
1136,ib2igfn929512,"Pepper, the Emotional Robot",ib,post_graph
98,ib2k3881103i0,First270 Cope: Experiments in Musical Intelligence,ib,post_graph
49,ib2vv4e8fw2ak,,ib,post_graph
513,ib32e9b8kbw4t0,Peer Feedback for Assignment 3 for First139 8341,ib,post_graph
488,ib33n69fm124zp,,ib,post_graph
795,ib35bn2s9i41yb,,ib,post_graph
432,ib3931njnaz1ey,Pillow: Using thresholded black & white vs gray scale/RGBA,ib,post_graph
820,ib3cfkg3am129x,I created my agent on Java 7,ib,post_graph
938,ib3u07e1nj3315,Death and pet robots,ib,post_graph
410,ib3ztjt42le23m,"Interesting paper on Neural Modurality, Evolution and New Skills",ib,post_graph
208,ib4cnllne0p3jq,,ib,post_graph
869,ib4gdjoh75k74h,Reran your Project 1 Agent Submission with Java 7,ib,post_graph
13,ib4gerz884xxk,Reran your Project 1 Agent Submission Using Java 7,ib,post_graph
837,ib4ghddpm134v2,Reran your Project 1 Agent Submission Using Java 7,ib,post_graph
958,ib4gir6p9cq50d,Reran Your Project 1 Agent Submission Using Java 7,ib,post_graph
587,ib4gkpuajln5al,Assignment 3 Feedback,ib,post_graph
76,ib4j19tf20w1t3,,ib,post_graph
650,ib4oilqezxj1bs,Average time spent peer reviewing,ib,post_graph
572,ib4pup9xiqm393,Downstream impact of AI (driverless vehicles),ib,post_graph
813,ib548xptwgu34v,Re: Plagiarism,ib,post_graph
340,ib55a5erknw1ci,,ib,post_graph
693,ib5dngpoa5h6tm,,ib,post_graph
625,ib5ea8t66dpdq,,ib,post_graph
832,ib5g51vshon3vz,Project 1 Grade,ib,post_graph
426,ib5o9s6oux453q,question on project 1 grade,ib,post_graph
20,ib6132eu9w53l5,regarding the plagiarism policy,ib,post_graph
363,ib67b5wwliq288,,ib,post_graph
1050,ib6jfrt02z15tg,How is a leopard like a sofa?,ib,post_graph
1196,ib6le6gfuh878k,problems with rotation,ib,post_graph
714,ib6mk8kvtp9279,It will be helpful to have a Reset button in Udacity quizzes,ib,post_graph
558,ib6q38eb6aa368,Advice on assignment 5/6,ib,post_graph
637,ib6u2gwisld3qz,,ib,post_graph
215,ib718ldnqcj24p,Peer Feedback - Question about deadlines,ib,post_graph
12,ib7990fbawz40z,assignment 4,ib,post_graph
1197,ib7bimmibal3fe,Mind Map,ib,post_graph
814,ib7d3fcq4pf2di,,ib,post_graph
282,ib7ddvv3n0mzm,,ib,post_graph
762,ib7gezhszd86zw,,ib,post_graph
807,ib7kqqj94n47b2,Will the result of &#39;Project 1 Reflection&#39; be available on Monday ?,ib,post_graph
1115,ib7mnsnigf97cn,Image Morphology - in-filling small holes,ib,post_graph
343,ib7t402oomj5e,Assignment 4 - Problem on Submission,ib,post_graph
406,ib7tncofrf823f,Basic Problem C-10: What&#39;s going on here?,ib,post_graph
209,ib7wexccupl52x,,ib,post_graph
816,ib7xr75q7fd3i6,B05 Exception Output,ib,post_graph
1167,ib83pees4xf6dr,,ib,post_graph
705,ib88ogejcjo4a0,Nicely done!,ib,post_graph
979,ib8curqdl5523u,AI Dreams,ib,post_graph
519,ib8hwaja5xuzg,Results from Project 1 Agent Rerun,ib,post_graph
278,ib8lxmhlmqaau,,ib,post_graph
1099,ib8pbtjfi5l5pu,How Many ChUser33ge-C Problems your agent is able to solve,ib,post_graph
1030,ib8pkimro3c6w,,ib,post_graph
507,ib8pn5rx76d4ej,Project Performance,ib,post_graph
599,ib8q6lo99w25ys,,ib,post_graph
1156,ib8qchk3n925k,Please review Project 1 grade calculation,ib,post_graph
196,ib8qjfivjsl7lt,Project 1 Reflection Feedback Location,ib,post_graph
652,ib8r72czcpoq0,Visual Processing: Finding Corners & Rotations,ib,post_graph
753,ib8s6l1mhgf730,Error in score calculation for project 1,ib,post_graph
913,ib9ifwsv9xm330,Enlarging Peer Feedback Documents,ib,post_graph
694,ib9ios2f84p42s,the algorithm of Neyman-Pearson lemma,ib,post_graph
983,ib9j2uy2h684s8,Manually submitting papers to peer feedback?,ib,post_graph
518,iba0ful0d7h30w,project 1 feedback.,iba,post_graph
1204,iba1flpa3fi1qn,Recap if you know it already: A Useful Geometry Class in Java AWT Library,iba,post_graph
79,iba2xu6062i71o,Explanation-Based Learning and The Holy Grail,iba,post_graph
373,ibafsx61si25xh,,ibafsx,post_graph
609,ibaliitl1np5qf,,ibaliitl,post_graph
404,ibatLast693q9w5do,,ibatLast,post_graph
126,ibaxqyb881b6b2,Recommended Pillow Tutorials,ibaxqyb,post_graph
73,ibb2jhs0t9j3e8,,ibb,post_graph
936,ibb46g81eul6p7,,ibb,post_graph
114,ibb61r64wsjyc,Autonomous cars,ibb,post_graph
886,ibbkls6mko51v2,,ibbkls,post_graph
1059,ibbmtdml62t4w0,Any issues with incrementing on Project 1 Reflection?,ibbmtdml,post_graph
41,ibbo3mf5y8937,,ibbo,post_graph
1086,ibbobduaizw1r0,,ibbobduaizw,post_graph
1016,ibc36kujd2j16e,affine method in recommended paper,ibc,post_graph
759,ibcdun67ugy56d,How to approach visual method,ibcdun,post_graph
666,ibciu5fh54j5r3,,ibciu,post_graph
219,ibcjdarnzcz2t9,Final exam content?,ibcjdarnzcz,post_graph
1200,ibcjk6r1g8w3gj,ChUser33ge B-04 : still cannot understand why 4 is the solution,ibcjk,post_graph
1182,ibco6qfgwz960h,Peer Feedback &#34;Checked&#34;,ibco,post_graph
635,ibctw2j2bgc44x,RSVP to Saturday&#39;s 1 pm office hours,ibctw,post_graph
573,ibcww5l0wpy6eu,PIL ImageChops AttributeError: RavensFigure instance has no attribute &#39;load&#39;,ibcww,post_graph
1069,ibd1418j1miyq,Why my java program did not terminate immediately after it finished its calculation?,ibd,post_graph
786,ibd3avhwrg64ln,ChUser33ge Problem E-12,ibd,post_graph
350,ibd3vbbukcg7nb,,ibd,post_graph
687,ibd8khnflp65ir,,ibd,post_graph
1074,ibdna032aa160s,help with extracting individual object,ibdna,post_graph
895,ibdp54vorah68p,Defensive Driving 101 - Google vs. Delphi agents,ibdp,post_graph
1164,ibdrok3i24x1sh,Basic-C Problems solved FIXED,ibdrok,post_graph
923,ibdtx5jmgcxpz,"Implementing Union, XOR and Intersection using verbal representation",ibdtx,post_graph
834,ibdvq43usnvvw,Sequence of Problem Sets in Projects 2 and 3,ibdvq,post_graph
727,ibdypcozl8y3s0,Ray Kurzweil&#39;s Pattern Recognition Theory of Mind,ibdypcozl,post_graph
510,ibe0spv6i3k5cf,,ibe,post_graph
969,ibe1o40jloh7h6,,ibe,post_graph
195,ibe7pzbmFirst34657p,,ibe,post_graph
765,ibeitldvrdit0,,ibeitldvrdit,post_graph
1250,ibf4dsmffic17x,How to solve basic problem 12 and 8?,ibf,post_graph
579,ibf56e9ai7r26z,,ibf,post_graph
50,ibf5mm8lntp46y,,ibf,post_graph
0,ibf84e4h8kl684,GaTech GitHub Down,ibf,post_graph
54,ibf9wf6jy5f5v,Project 2 Reflection Guidelines,ibf,post_graph
860,ibfhszjjgrf2dn,pillow add two images,ibfhszjjgrf,post_graph
1177,ibfi963vcd7378,Maximum Program Runtime During Grading,ibfi,post_graph
451,ibfiyen35fx6lb,Interesting article from Google on its latest AI bot,ibfiyen,post_graph
955,ibfnuy5vymu60w,,ibfnuy,post_graph
418,ibfzd76bc6a2o5,,ibfzd,post_graph
656,ibg4bu8edba6pc,"But seriously, may I share that?",ibg,post_graph
474,ibg7g9v5khwyw,Where to read images from for Visual solver,ibg,post_graph
94,ibgawbe6hww2vj,SpaceX Launch Constraining Project 2 Efforts,ibgawbe,post_graph
154,ibgjno3tjpo214,Does ChUser33ge or Raven Problems Have Common Identifying Attributes?,ibgjno,post_graph
171,ibgmm8ffav85x8,Agent taLast192 too long countermeasures,ibgmm,post_graph
1159,ibgpsmxy3de545,Solving C-07,ibgpsmxy,post_graph
720,ibgsflpoxhh3l4,okay to leave print statements in project submission?,ibgsflpoxhh,post_graph
1226,ibgxzv10tqy5dr,An Unnerving Chatbot,ibgxzv,post_graph
1217,ibh3b7548gf5ei,Peer Feedback System - Cannot Login,ibh,post_graph
1246,ibha2boj3f7pu,,ibha,post_graph
593,ibhbwvp57ij1jp,Warning about answer checLast192 loophole,ibhbwvp,post_graph
290,ibhbxlbo4ni3oi,TO: Missing67. 11 agents voting together,ibhbxlbo,post_graph
380,ibhc47gc5ya16k,Need Help on Comparison for Project 2,ibhc,post_graph
161,ibhc6qw7omp6tn,Code Error for Prob C-08 Help,ibhc,post_graph
173,ibhe1fv45ug7e8,At a loss,ibhe,post_graph
959,ibhemqowknf7hi,Regarding Project 2 And Onwards,ibhemqowknf,post_graph
1043,ibhf01509575il,,ibhf,post_graph
1157,ibhg0cqagq33r0,Skipping problems.,ibhg,post_graph
998,ibhhtreaje93fw,Issue with running using command line  -java,ibhhtreaje,post_graph
801,ibhtxzs5jy51mq,Project Submission,ibhtxzs,post_graph
1112,ibhv2cekti04xi,Project 2 Submission,ibhv,post_graph
463,ibhvpe57hpo677,Project 2 AI Agent,ibhvpe,post_graph
731,ibhwcrkdii1yq,Survey Typo?,ibhwcrkdii,post_graph
541,ibi1nvvkhtu2jo,,ibi,post_graph
730,ibi4aswodai2zg,,ibi,post_graph
680,ibi4bjesakp3g9,,ibi,post_graph
392,ibi84jqr5ty2jj,AI agents to fight astroturfing,ibi,post_graph
109,ibi93i2hyac5fs,ATTACHED: Project 2 Reflection; Extra work done,ibi,post_graph
55,ibijsx2rbi87kt,This weeks discussion,ibijsx,post_graph
236,ibikvwlliue6g4,Follow up from prior office hours,ibikvwlliue,post_graph
588,ibikya1yduj31u,Optional Last232 for the Diagnosis and Troubleshooting,ibikya,post_graph
677,ibin429p7d835b,Regarding the optional Last232,ibin,post_graph
247,ibio4t09zvc1il,,ibio,post_graph
429,ibiofkkxgjx3r4,I couldn&#39;t see my feedback nor grade for assignment-3,ibiofkkxgjx,post_graph
978,ibiomgj6fu4zl,Assignment 3 grades,ibiomgj,post_graph
535,ibiqnhyswol19d,Use of English Language,ibiqnhyswol,post_graph
1199,ibir0w4ymx25j5,,ibir,post_graph
462,ibirfm4iav0cn,Tutoring for Project 3,ibirfm,post_graph
402,ibirqbzkhic2mp,Plagiarism Question,ibirqbzkhic,post_graph
783,ibjdgp5078s4h,Peer Feedback Disappearance,ibjdgp,post_graph
453,ibje9lamr3s39h,Strictly Visual,ibje,post_graph
879,ibjlnjo38kh1ld,Request for early Project 2 samples,ibjlnjo,post_graph
414,ibjs7wpp3333ne,,ibjs,post_graph
125,ibjts1pkz9f58o,,ibjts,post_graph
723,ibjuaon06gjc,&#34;Why is  the answer?&#34; thread,ibjuaon,post_graph
26,ibjufxwl1941lf,,ibjufxwl,post_graph
585,ibjuz11kz975ha,Is going all visual considered a &#34;risk&#34; for the purpose of grading?,ibjuz,post_graph
980,ibk1uh51y1e782,project struggles.,ibk,post_graph
540,ibk6qkfbo0p4nq,AI Agent,ibk,post_graph
707,ibk84p8bdy5xh,,ibk,post_graph
433,ibkszdgfdhy6b1,Cognitive Learning Article,ibkszdgfdhy,post_graph
500,ibkvg6fl7yt1rv,Zip File,ibkvg,post_graph
672,ibl5euu3oo51kw,,ibl,post_graph
728,iblba64n4hv2u2,,iblba,post_graph
454,ibldnccdaoh4xo,,ibldnccdaoh,post_graph
34,ibllcrdmgqu785,Assignment 3,ibllcrdmgqu,post_graph
1046,ibmp9fdv4tt24m,Your Project 2 Agent Submission,ibmp,post_graph
689,ibmpb9avm1r2i0,Issue with your Project 2 Agent Submission,ibmpb,post_graph
567,ibmpd59vop8iw,Issue with your Project 2 Agent Submission,ibmpd,post_graph
63,ibmpmgsojw1zf,Issue with your Project 2 Agent Submission,ibmpmgsojw,post_graph
856,ibmqokdsx5d6qs,,ibmqokdsx,post_graph
794,ibmqrjpm7hc1ek,Issue with your Project 2 Agent Submission,ibmqrjpm,post_graph
384,ibmqrmx9mkg74r,question about assignment 5,ibmqrmx,post_graph
224,ibmqvr3lr567ns,Issue with Your Project 2 Agent Submission,ibmqvr,post_graph
147,ibmqy58dn1s2ej,Issue with your Project 2 Agent Submission,ibmqy,post_graph
605,ibmr0zyhnry10i,Issue with your Project 2 Agent Submission,ibmr,post_graph
140,ibmr7uhmcme3pt,Issue with your Project 2 Agent Submission,ibmr,post_graph
594,ibmuta4pgse5c7,Followup of long-running agent,ibmuta,post_graph
396,ibnjkur137jvy,Udacity,ibnjkur,post_graph
326,ibnwksqgyst3zh,Assignment 5 on Diagnostics,ibnwksqgyst,post_graph
257,ibnyhp8uno97c,Project 2 reflection Peer feedback,ibnyhp,post_graph
622,ibocirzaqw5us,,ibocirzaqw,post_graph
385,ibost91ebk24qi,New York Times featurette: a fun puzzle which relates to the class,ibost,post_graph
562,ibpnrfc1gbq41g,Assignment 5 Submission,ibpnrfc,post_graph
1047,ibptpqlf693so,Good article on confirmation bias,ibptpqlf,post_graph
702,ibq2jirz5eu2u,I wish I could Last316e one of my feedbacks,ibq,post_graph
620,ibqzht1zkmn2qv,Update project zip file,ibqzht,post_graph
1134,ibr63mx7gm6bk,Are we graded on Piazza marLast192 lectures as completed?,ibr,post_graph
139,ibr6auh8pao6ln,Talk about starting from scratch,ibr,post_graph
100,ibrbuspqstcab,Issue with your Project 2 Agent Submission,ibrbuspqstcab,post_graph
328,ibrc49jzllt1kv,Issue with your Project 2 Agent Submission,ibrc,post_graph
584,ibrj0aeji4c6ra,,ibrj,post_graph
112,ibrk8bgdg4k2y8,Assignment 5 Submitted - Stretch Assignment Again! Enjoy! ... Sad to end!,ibrk,post_graph
303,ibrwrtp7yc615n,,ibrwrtp,post_graph
747,ibs5qfu71uf6v5,,ibs,post_graph
636,ibs67y9hwx1vg,,ibs,post_graph
646,ibs7jhwizpa1vt,Project 2 extension,ibs,post_graph
252,ibsbzsqyb4l16f,Quick head&#39;s up,ibsbzsqyb,post_graph
943,ibscsf2vr2s5vn,,ibscsf,post_graph
317,ibsjo3xfo1po4,The Grid,ibsjo,post_graph
93,ibsmvd2mkqk3wg,Your Project 2 Stdout,ibsmvd,post_graph
383,ibso2emgvju38l,,ibso,post_graph
861,ibso33x0xx3p1,Assignment 4 grading,ibso,post_graph
920,ibsodwd4ji94a8,,ibsodwd,post_graph
245,ibsog220occ4o0,,ibsog,post_graph
819,ibsokbz1s196ak,Project 2 Error,ibsokbz,post_graph
295,ibspq0uwq0e4bs,Error logs,ibspq,post_graph
293,ibsqs3yeut85dz,,ibsqs,post_graph
522,ibsqunvkblc4ip,Request for Details of Error Encountered During Project 2 Test Problem C-09,ibsqunvkblc,post_graph
138,ibsr2op1i4y5p5,Project 2 Agent Update,ibsr,post_graph
1053,ibsrlmr0h447bj,,ibsrlmr,post_graph
664,ibssjeo5x7a6re,My project2 grade was not available,ibssjeo,post_graph
529,ibstb4u1daf28i,No Project 2 grades: was there a problem running my agent?,ibstb,post_graph
597,ibstdyyn9dc4fv,"I&#39;m sorry my Agent did not work; please, let me know",ibstdyyn,post_graph
722,ibswocutba12w1,4 errors on Test C Problems ;(,ibswocutba,post_graph
310,ibt1id62cak5wf,Re-running Project 2 agent to get more data,ibt,post_graph
517,ibt1rb8jwls94,Error in test problem C-09,ibt,post_graph
375,ibt1zusgme9y3,Missing Project 2 partial grade,ibt,post_graph
192,ibt2cdf4bxii6,Borrow Code of Project 2,ibt,post_graph
482,ibt2uibsqvp370,I don&#39;t see a grade for my Project 2,ibt,post_graph
7,ibt6j7knpcl4yt,Project 2 Partial Grades,ibt,post_graph
502,ibtao4iwh053xx,Project 2 No Partial Grade,ibtao,post_graph
136,ibtavaombvp7t,Project 2 Grade,ibtavaombvp,post_graph
1180,ibtbaq7t4yl1c6,ThinLast192 about Deeper verses Simple Similarity,ibtbaq,post_graph
352,ibtdommg5nt4i4,Project 2 Grade Not Showing,ibtdommg,post_graph
528,ibtfims8xqw22n,,ibtfims,post_graph
668,ibtjxdw4yb02dp,Project 2 Errors,ibtjxdw,post_graph
44,ibtmq1191p21kx,Project 2 Status,ibtmq,post_graph
1035,ibtqb618nhh46w,graph/network data structures for projects,ibtqb,post_graph
741,ibtsmnshqlx3v0,RSVP to Saturday&#39;s office hours,ibtsmnshqlx,post_graph
876,ibttxlcnt0v3ys,Help regarding Assignment 4 grading,ibttxlcnt,post_graph
281,ibtvz6kmz4q28q,Project 2 Grade missing and maybe incorrect?,ibtvz,post_graph
1077,ibu1zsawmqk65y,Error in project 2,ibu,post_graph
999,ibu2hg6egxe4ts,I don&#39;t have a grade for project 2 yet,ibu,post_graph
1175,ibu2kaji6ay1hs,Your Project 2 Agent Submission,ibu,post_graph
311,ibu2uqmkxh9617,"Access to Kunda, Mc Greggor paper",ibu,post_graph
732,ibu7lcb5hyt7ke,,ibu,post_graph
784,ibu7zllume86pz,,ibu,post_graph
487,ibu8ldo4qk0148,Accounting for pixel disparity,ibu,post_graph
1002,ibuprb8kxpj3hg,"Project 3: If you feel like you don&#39;t know where to begin, there&#39;s hope...",ibuprb,post_graph
683,ibuups912iy6dz,Assignment 6,ibuups,post_graph
915,ibv1epbnciw2v6,Request for help with Assignment 4,ibv,post_graph
623,ibv56dj9p521rq,,ibv,post_graph
941,ibvdl4dl5fu68i,Previewing new Linear Algebra mini-course,ibvdl,post_graph
23,ibvnj9o1wqp1r6,Issue with your Project 2 Agent Submission,ibvnj,post_graph
1124,ibvobb3fy1v4ev,Issue with your Project 2 Submission,ibvobb,post_graph
1236,ibvtoi8bj7b1ti,,ibvtoi,post_graph
621,ibvw2trf6cl6pi,,ibvw,post_graph
165,ibw5bmg3Last3244gg,"I found a terrific utility function on Stackoverflow, now what?",ibw,post_graph
447,ibwe5hfoxqi3lt,Result of Project 2,ibwe,post_graph
916,ibwergkm6j94th,Pillow Videos or Tutorials?,ibwergkm,post_graph
525,ibwfkb7spe11sq,Image tutorials on Lynda,ibwfkb,post_graph
45,ibwskuwv3lf1cm,,ibwskuwv,post_graph
985,ibwsqav14yt2ch,,ibwsqav,post_graph
610,ibwt80z6tze54t,Result of Project 2,ibwt,post_graph
134,ibwtnse8twy7cv,Result of Project 2,ibwtnse,post_graph
371,ibx07lo8ut85ny,Assignment 6 ComLast218y Activities,ibx,post_graph
1062,ibx4rdr1wcy5s6,How many are you currently getting correct from Set E?,ibx,post_graph
917,ibx4sdrs2fp6e8,Make the Project Easy... don&#39;t fret!,ibx,post_graph
360,ibxqoevwzxt1in,Result of Project 2 - User178,ibxqoevwzxt,post_graph
1105,ibxuzi435xx6i7,Partial improvement on previous results,ibxuzi,post_graph
1019,ibxvv99k4v31kf,Do you like Tetris?,ibxvv,post_graph
844,ibxzz9w2wv566,I did not receive a grade for Project 2 at all,ibxzz,post_graph
188,iby0cw1cnxi5w4,Does visual representation image returns object&#39;s information like verbal with provided library?,iby,post_graph
96,ibya4dh5qjre8,Project 2 Errors,ibya,post_graph
1214,ibyf8vmjrob6fh,,ibyf,post_graph
1191,ibyfeg14n804fs,Assigment 6,ibyfeg,post_graph
382,ibygyh09tc748z,,ibygyh,post_graph
372,ibzcyj2d14i60a,Questions correct poll for set D,ibzcyj,post_graph
534,ibzepejpvge6ws,Future of AI Technology (1992),ibzepejpvge,post_graph
1168,ibzm8c624kt5hc,ProblemSetList.txt  for Project 3,ibzm,post_graph
505,ibzn0d7ew6128r,EdTech,ibzn,post_graph
490,ibzo65uc2eh79r,Question about lecture 23,ibzo,post_graph
498,ibzsytnmwz7cs,What is creativity?,ibzsytnmwz,post_graph
914,ic01ulvlzyh4yg,,ic,post_graph
181,ic0335frero6vz,I was wondering what should we write in Project 3 reflection?,ic,post_graph
1205,ic0noua8rv83q3,,ic,post_graph
467,ic0obalkpea5jv,,ic,post_graph
811,ic0t0yzatht3s1,Which basic D problems are you having trouble with?,ic,post_graph
1103,ic0zsx5o61r2sp,,ic,post_graph
476,ic10xb3csd03ib,,ic,post_graph
946,ic11ffhrk681y3,Mid Class Survey,ic,post_graph
1064,ic12jljcysq4j8,comLast218y security related assignment 6 submission,ic,post_graph
1094,ic15majlaox5ed,Can assignment 6 be about solving RPM problems?,ic,post_graph
592,ic16g2bxeku2c9,Project 2 quirk,ic,post_graph
583,ic1936buw2nua,,ic,post_graph
511,ic1au3w5adw5ed,Assignment 6 private submission,ic,post_graph
357,ic1b64uz3l552w,,ic,post_graph
8,ic1czkayb5dks,Wrong rating on reviewers last few feedbacks,ic,post_graph
827,ic1icvjvzuw84,,ic,post_graph
901,ic1nzad8slt3wc,Gaussian Blur,ic,post_graph
675,ic1vjil0dkm6gu,Assignment 6: Prefer no Peer Feedback to Keep Info Private,ic,post_graph
38,ic1wdzuwoe34v,,ic,post_graph
